id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
The Script|||Breakeven|||1|||4,The Script,Breakeven,"And what am I gonna do when the best part of me was always you?
And what am I supposed to say when I'm all choked up and you're okay?
I'm falling to pieces, yeah
I'm falling to pieces, yeah
I'm falling to pieces (One still in love while the other one's leaving)
I'm falling to pieces ('Cause when a heart breaks, no, it don't break even)",The Script|||Breakeven|||1,4,sadness,disappointment,curiosity,"[{'label': 'sadness', 'score': 0.6799532771110535}, {'label': 'disappointment', 'score': 0.20822761952877045}, {'label': 'curiosity', 'score': 0.1858208328485489}, {'label': 'confusion', 'score': 0.14992791414260864}, {'label': 'neutral', 'score': 0.11609010398387909}, {'label': 'nervousness', 'score': 0.05614877864718437}]"
The Script|||Breakeven|||1|||5,The Script,Breakeven,"Oh, you got his heart and my heart and none of the pain
You took your suitcase, I took the blame
Now I'm tryna make sense of what little remains, oh
'Cause you left me with no love and no love to my name",The Script|||Breakeven|||1,5,sadness,disappointment,annoyance,"[{'label': 'sadness', 'score': 0.7471182346343994}, {'label': 'disappointment', 'score': 0.26919135451316833}, {'label': 'neutral', 'score': 0.10855922847986221}, {'label': 'annoyance', 'score': 0.04641956090927124}, {'label': 'realization', 'score': 0.018811026588082314}, {'label': 'anger', 'score': 0.015161620453000069}]"
The Script|||Breakeven|||1|||6,The Script,Breakeven,"I'm still alive, but I'm barely breathing
Just prayed to a God that I don't believe in
'Cause I got time while she got freedom
'Cause when a heart breaks, no, it don't break
No, it don't break, no, it don't break even, no",The Script|||Breakeven|||1,6,disapproval,caring,annoyance,"[{'label': 'disapproval', 'score': 0.5182297229766846}, {'label': 'neutral', 'score': 0.3644616901874542}, {'label': 'caring', 'score': 0.0712888166308403}, {'label': 'annoyance', 'score': 0.04305697977542877}, {'label': 'disappointment', 'score': 0.04037487879395485}, {'label': 'desire', 'score': 0.03695274889469147}]"
The Script|||Breakeven|||1|||7,The Script,Breakeven,"What am I gonna do when the best part of me was always you?
And what am I supposed to say when I'm all choked up and you're okay? (Oh, that you're okay now)
I'm falling to pieces, yeah
I'm falling to pieces, yeah (Oh, I'm fallin', fallin')
I'm falling to pieces (One still in love while the other one's leaving)
I'm falling to pieces ('Cause when a heart breaks, no, it don't break even)",The Script|||Breakeven|||1,7,sadness,disappointment,curiosity,"[{'label': 'sadness', 'score': 0.6229904890060425}, {'label': 'neutral', 'score': 0.18270857632160187}, {'label': 'disappointment', 'score': 0.1812814325094223}, {'label': 'curiosity', 'score': 0.14339026808738708}, {'label': 'confusion', 'score': 0.1253604143857956}, {'label': 'nervousness', 'score': 0.05698421597480774}]"
The Script|||Breakeven|||1|||8,The Script,Breakeven,"Oh, it don't break even, no
Oh, it don't break even, no
Oh, it don't break even, no
<\Lyric>```",The Script|||Breakeven|||1,8,disapproval,annoyance,approval,"[{'label': 'disapproval', 'score': 0.7043012976646423}, {'label': 'neutral', 'score': 0.3633144795894623}, {'label': 'annoyance', 'score': 0.03829863294959068}, {'label': 'approval', 'score': 0.028054505586624146}, {'label': 'realization', 'score': 0.0176237802952528}, {'label': 'disappointment', 'score': 0.015052097849547863}]"
The Script|||The Man Who Can’t Be Moved|||2|||0,The Script,The Man Who Can’t Be Moved,"```
<Artist name> The Script <\Artist>
<Song title> The Man Who Can’t Be Moved <\Song title>
<Lyric> 
Going back to the corner where I first saw you
Gonna camp in my sleeping bag, I'm not gonna move
Got some words on cardboard, got your picture in my hand
Saying, ""If you see this girl, can you tell her where I am?""
Some try to hand me money, they don't understand
I'm not broke, I'm just a broken-hearted man
I know it makes no sense, what else can I do?
And how can I move on when I'm still in love with you?",The Script|||The Man Who Can’t Be Moved|||2,0,confusion,sadness,love,"[{'label': 'confusion', 'score': 0.2749991714954376}, {'label': 'sadness', 'score': 0.2668142020702362}, {'label': 'love', 'score': 0.261202871799469}, {'label': 'curiosity', 'score': 0.23818443715572357}, {'label': 'disappointment', 'score': 0.23475421965122223}, {'label': 'neutral', 'score': 0.07669366151094437}]"
The Script|||The Man Who Can’t Be Moved|||2|||1,The Script,The Man Who Can’t Be Moved,"'Cause if one day you wake up, and find that you're missing me
And your heart starts to wonder where on this Earth I could be
Thinking maybe you'll come back here to the place that we'd meet
And you'll see me waiting for you, on the corner of the street
So I'm not moving
I'm not moving",The Script|||The Man Who Can’t Be Moved|||2,1,surprise,sadness,optimism,"[{'label': 'neutral', 'score': 0.7765375971794128}, {'label': 'surprise', 'score': 0.03605654463171959}, {'label': 'sadness', 'score': 0.02780967205762863}, {'label': 'optimism', 'score': 0.026956990361213684}, {'label': 'curiosity', 'score': 0.024806590750813484}, {'label': 'realization', 'score': 0.01386817917227745}]"
The Script|||The Man Who Can’t Be Moved|||2|||2,The Script,The Man Who Can’t Be Moved,"Policeman says, ""Son, you can't stay here""
I say, ""There's someone I'm waiting for
If it's a day, a month, a year""
Gotta stand my ground, even if it rains or snows
If she changes her mind, this is the first place she will go",The Script|||The Man Who Can’t Be Moved|||2,2,disapproval,approval,annoyance,"[{'label': 'neutral', 'score': 0.9099271297454834}, {'label': 'disapproval', 'score': 0.04873428866267204}, {'label': 'approval', 'score': 0.03166206181049347}, {'label': 'annoyance', 'score': 0.020468464121222496}, {'label': 'realization', 'score': 0.009061123244464397}, {'label': 'disappointment', 'score': 0.004764149431139231}]"
The Script|||The Man Who Can’t Be Moved|||2|||3,The Script,The Man Who Can’t Be Moved,"'Cause if one day you wake up, and find that you're missing me
And your heart starts to wonder where on this Earth I could be
Thinking maybe you'll come back here to the place that we'd meet
And you'll see me waiting for you, on the corner of the street
So I'm not moving
I'm not moving
I'm not moving
I'm not moving",The Script|||The Man Who Can’t Be Moved|||2,3,surprise,sadness,optimism,"[{'label': 'neutral', 'score': 0.829714834690094}, {'label': 'surprise', 'score': 0.025437885895371437}, {'label': 'sadness', 'score': 0.021498315036296844}, {'label': 'optimism', 'score': 0.021364470943808556}, {'label': 'curiosity', 'score': 0.015437339432537556}, {'label': 'disappointment', 'score': 0.012779043056070805}]"
The Script|||The Man Who Can’t Be Moved|||2|||4,The Script,The Man Who Can’t Be Moved,"People talk about the guy who's waiting on a girl, oh
There are no holes in his shoes, but a big hole in his world, mmm
Maybe I'll get famous as the man who can't be moved
And maybe you won't mean to, but you'll see me on the news
And you'll come running to the corner 'cause you know it's just for you
I'm the man who can't be moved
I'm the man who can't be moved",The Script|||The Man Who Can’t Be Moved|||2,4,optimism,approval,annoyance,"[{'label': 'neutral', 'score': 0.9222086071968079}, {'label': 'optimism', 'score': 0.030700907111167908}, {'label': 'approval', 'score': 0.01444336399435997}, {'label': 'annoyance', 'score': 0.01418379507958889}, {'label': 'realization', 'score': 0.013729111291468143}, {'label': 'disappointment', 'score': 0.008572454564273357}]"
The Script|||The Man Who Can’t Be Moved|||2|||5,The Script,The Man Who Can’t Be Moved,"'Cause if one day you wake up, and find that you're missing me (find you're missing me)
And your heart starts to wonder where on this Earth I could be (oh, where on Earth I could be)
Thinking maybe you'll come back here to the place that we'd meet (to the place that we'd meet, oh, oh)
And you'll see me waiting for you, on the corner of the street (on the corner of the street)
So I'm not moving",The Script|||The Man Who Can’t Be Moved|||2,5,surprise,optimism,sadness,"[{'label': 'neutral', 'score': 0.8269298672676086}, {'label': 'surprise', 'score': 0.027158288285136223}, {'label': 'optimism', 'score': 0.023637136444449425}, {'label': 'sadness', 'score': 0.023314183577895164}, {'label': 'curiosity', 'score': 0.01762506738305092}, {'label': 'realization', 'score': 0.01414942741394043}]"
The Script|||The Man Who Can’t Be Moved|||2|||6,The Script,The Man Who Can’t Be Moved,"'Cause if one day you wake up, and find that you're missing me (I'm not moving)
And your heart starts to wonder where on this Earth I could be (I'm not moving)
Thinking maybe you'll come back here to the place that we'd meet (I'm not moving)
And you'll see me waiting for you, on the corner of the street",The Script|||The Man Who Can’t Be Moved|||2,6,optimism,surprise,curiosity,"[{'label': 'neutral', 'score': 0.7536041736602783}, {'label': 'optimism', 'score': 0.038259297609329224}, {'label': 'surprise', 'score': 0.030718564987182617}, {'label': 'curiosity', 'score': 0.030715974047780037}, {'label': 'desire', 'score': 0.021194905042648315}, {'label': 'sadness', 'score': 0.020670048892498016}]"
The Script|||The Man Who Can’t Be Moved|||2|||7,The Script,The Man Who Can’t Be Moved,"Going back to the corner
Where I first saw you
Gonna camp in my sleeping bag
I'm not gonna move
<\Lyric>```",The Script|||The Man Who Can’t Be Moved|||2,7,approval,realization,disapproval,"[{'label': 'neutral', 'score': 0.9051120281219482}, {'label': 'approval', 'score': 0.06290900707244873}, {'label': 'realization', 'score': 0.026395371183753014}, {'label': 'disapproval', 'score': 0.012014887295663357}, {'label': 'annoyance', 'score': 0.011660064570605755}, {'label': 'optimism', 'score': 0.00542417773976922}]"
The Script|||Rain|||3|||0,The Script,Rain,"```
<Artist name> The Script <\Artist>
<Song title> Rain <\Song title>
<Lyric> 
Woke up this morning, can't shake the thunder from last night
You left with no warning and took the summer from my life
I gave you my everything, now my world it don't seem right
Can we just go back to being us again?",The Script|||Rain|||3,0,sadness,disappointment,curiosity,"[{'label': 'neutral', 'score': 0.259919136762619}, {'label': 'sadness', 'score': 0.2366998791694641}, {'label': 'disappointment', 'score': 0.2208721786737442}, {'label': 'curiosity', 'score': 0.0944841206073761}, {'label': 'annoyance', 'score': 0.05356282740831375}, {'label': 'confusion', 'score': 0.03388020396232605}]"
The Script|||Rain|||3|||1,The Script,Rain,"'Cause when I'm sitting in the bar
All the lovers with umbrellas always pass me by
It's like I'm living in the dark
And my heart's turned cold since you left my life
And no matter where I go
Girl, I know if I'm alone, there'll be no blue sky
I don't know what I'm doing wrong",The Script|||Rain|||3,1,disappointment,confusion,sadness,"[{'label': 'disappointment', 'score': 0.36146798729896545}, {'label': 'confusion', 'score': 0.36059650778770447}, {'label': 'sadness', 'score': 0.26803988218307495}, {'label': 'nervousness', 'score': 0.09567185491323471}, {'label': 'realization', 'score': 0.07720848172903061}, {'label': 'neutral', 'score': 0.0648888573050499}]"
The Script|||Rain|||3|||2,The Script,Rain,"'Cause baby, when you're gone, all it does is rain, rain
Rain down on me
Each drop is pain, pain
Pain when you leave
It's such a shame
We fucked it up, you and me
'Cause baby, when you're gone, all it does is rain
And it feels like, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh
And it feels like, oh-oh-oh-oh-oh-oh
'Cause baby, when you're gone, all it does is rain",The Script|||Rain|||3,2,disappointment,sadness,annoyance,"[{'label': 'disappointment', 'score': 0.45018917322158813}, {'label': 'sadness', 'score': 0.24779342114925385}, {'label': 'annoyance', 'score': 0.1848795861005783}, {'label': 'embarrassment', 'score': 0.13334189355373383}, {'label': 'neutral', 'score': 0.06284970790147781}, {'label': 'disgust', 'score': 0.04015261307358742}]"
The Script|||Rain|||3|||3,The Script,Rain,"Tried to find shelter here in the arms of someone new
But I'd rather be there under the covers just with you, oh
'Cause you were my everything, now I don't know what to do
Oh, I'm caught up in the storm",The Script|||Rain|||3,3,disappointment,sadness,confusion,"[{'label': 'disappointment', 'score': 0.3921343982219696}, {'label': 'sadness', 'score': 0.17549215257167816}, {'label': 'confusion', 'score': 0.1567363739013672}, {'label': 'neutral', 'score': 0.12314429134130478}, {'label': 'annoyance', 'score': 0.0845319852232933}, {'label': 'realization', 'score': 0.08168309181928635}]"
The Script|||Rain|||3|||4,The Script,Rain,"'Cause when I'm sitting in the bar
All the lovers with umbrellas always pass me by
It's like I'm living in the dark
And my heart's turned cold since you left my life
And no matter where I go
I know if I'm alone, there'll be no blue sky
I don't know what I'm doing wrong",The Script|||Rain|||3,4,confusion,disappointment,sadness,"[{'label': 'confusion', 'score': 0.4128176271915436}, {'label': 'disappointment', 'score': 0.353626012802124}, {'label': 'sadness', 'score': 0.2371315360069275}, {'label': 'nervousness', 'score': 0.10386429727077484}, {'label': 'realization', 'score': 0.08437997102737427}, {'label': 'neutral', 'score': 0.062405891716480255}]"
The Script|||Rain|||3|||5,The Script,Rain,"Baby, when you're gone, all it does is rain, rain
Rain down on me
Each drop is pain, pain
Pain when you leave
It's such a shame
We fucked it up, you and me
'Cause baby, when you're gone, all it does is rain
And it feels like, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh
And it feels like, oh-oh-oh-oh-oh-oh
'Cause baby, when you're gone, all it does is rain
<\Lyric>```",The Script|||Rain|||3,5,disappointment,sadness,annoyance,"[{'label': 'disappointment', 'score': 0.45696327090263367}, {'label': 'sadness', 'score': 0.2533072531223297}, {'label': 'annoyance', 'score': 0.1851760447025299}, {'label': 'embarrassment', 'score': 0.11599012464284897}, {'label': 'neutral', 'score': 0.06271596997976303}, {'label': 'disgust', 'score': 0.04305718094110489}]"
The Script|||Six Degrees of Separation|||4|||0,The Script,Six Degrees of Separation,"```
<Artist name> The Script <\Artist>
<Song title> Six Degrees of Separation <\Song title>
<Lyric> 
You've read the books
You've watched the shows
What's the best way no one knows, yeah
Meditate, get hypnotized
Anything to take from your mind
But it won't go",The Script|||Six Degrees of Separation|||4,0,approval,disapproval,annoyance,"[{'label': 'neutral', 'score': 0.9336598515510559}, {'label': 'approval', 'score': 0.03930003196001053}, {'label': 'disapproval', 'score': 0.019415389746427536}, {'label': 'annoyance', 'score': 0.014130601659417152}, {'label': 'realization', 'score': 0.010744885541498661}, {'label': 'caring', 'score': 0.008062796667218208}]"
The Script|||Six Degrees of Separation|||4|||1,The Script,Six Degrees of Separation,"You're doing all these things out of desperation
Ohhh woah
You're going through six degrees of separation",The Script|||Six Degrees of Separation|||4,1,sadness,disappointment,realization,"[{'label': 'neutral', 'score': 0.5827946066856384}, {'label': 'sadness', 'score': 0.08478423207998276}, {'label': 'disappointment', 'score': 0.08394872397184372}, {'label': 'realization', 'score': 0.037399064749479294}, {'label': 'surprise', 'score': 0.036426614969968796}, {'label': 'annoyance', 'score': 0.03410385921597481}]"
The Script|||Six Degrees of Separation|||4|||2,The Script,Six Degrees of Separation,"You hit the drink, you take a toke
Watch the past go up in smoke, yeah
Fake a smile, yeah, lie and say that
I'm better now than ever, and your life's okay
Well it's not. No
You're doing all these things out of desperation
Ohhh woah
You're going through six degrees of separation",The Script|||Six Degrees of Separation|||4,2,disapproval,disappointment,annoyance,"[{'label': 'neutral', 'score': 0.43659353256225586}, {'label': 'disapproval', 'score': 0.3457537889480591}, {'label': 'disappointment', 'score': 0.16071508824825287}, {'label': 'annoyance', 'score': 0.14478814601898193}, {'label': 'realization', 'score': 0.024900205433368683}, {'label': 'sadness', 'score': 0.024656688794493675}]"
The Script|||Six Degrees of Separation|||4|||3,The Script,Six Degrees of Separation,"First, you think the worst is a broken heart
What's gonna kill you is the second part
And the third, is when your world splits down the middle
And fourth, you're gonna think that you fixed yourself
Fifth, you see them out with someone else
And the sixth, is when you admit that you may have fucked up a little
(No, no, there ain't no help, it's every man for himself)
(No, no, there ain't no help, it's every man for himself)",The Script|||Six Degrees of Separation|||4,3,annoyance,disapproval,realization,"[{'label': 'neutral', 'score': 0.6552854180335999}, {'label': 'annoyance', 'score': 0.1253674179315567}, {'label': 'disapproval', 'score': 0.08722376823425293}, {'label': 'realization', 'score': 0.059047240763902664}, {'label': 'disappointment', 'score': 0.04424180090427399}, {'label': 'approval', 'score': 0.025626061484217644}]"
The Script|||Six Degrees of Separation|||4|||4,The Script,Six Degrees of Separation,"You tell your friends, yeah, strangers too
Anyone'll throw an arm around you, yeah
Tarot cards
Gems and stones
Believing all that shit is gonna heal your soul
We'll it's not, no",The Script|||Six Degrees of Separation|||4,4,disapproval,annoyance,optimism,"[{'label': 'neutral', 'score': 0.8262351751327515}, {'label': 'disapproval', 'score': 0.10560739040374756}, {'label': 'annoyance', 'score': 0.044917210936546326}, {'label': 'optimism', 'score': 0.03633073344826698}, {'label': 'approval', 'score': 0.025550637394189835}, {'label': 'disappointment', 'score': 0.025302553549408913}]"
The Script|||Six Degrees of Separation|||4|||5,The Script,Six Degrees of Separation,"First, you think the worst is a broken heart
What's gonna kill you is the second part
And the third, is when your world splits down the middle
And fourth, you're gonna think that you fixed yourself
Fifth, you see them out with someone else
And the sixth, is when you admit that you may have fucked up a little",The Script|||Six Degrees of Separation|||4,5,annoyance,realization,disappointment,"[{'label': 'neutral', 'score': 0.8103896379470825}, {'label': 'annoyance', 'score': 0.09190910309553146}, {'label': 'realization', 'score': 0.0486147440969944}, {'label': 'disappointment', 'score': 0.03496001660823822}, {'label': 'disgust', 'score': 0.01987195946276188}, {'label': 'approval', 'score': 0.01601025089621544}]"
The Script|||Six Degrees of Separation|||4|||6,The Script,Six Degrees of Separation,"No there's no starting over
Without finding closure
You'd take them back
No hesitation
That's when you know you've reached the sixth degree of separation",The Script|||Six Degrees of Separation|||4,6,realization,approval,disapproval,"[{'label': 'neutral', 'score': 0.8235694169998169}, {'label': 'realization', 'score': 0.18344323337078094}, {'label': 'approval', 'score': 0.08044841885566711}, {'label': 'disapproval', 'score': 0.010097638703882694}, {'label': 'annoyance', 'score': 0.008466556668281555}, {'label': 'surprise', 'score': 0.006658846512436867}]"
The Script|||Six Degrees of Separation|||4|||7,The Script,Six Degrees of Separation,"(No, no, there ain't no help, it's every man for himself)
Oh you're going through six degrees of separation
(No, no, there ain't no help, it's every man for himself)
Oh you're going through six degrees of separation
(No, no, there ain't no help, it's every man for himself)
Ooh
(No, no, there ain't no help, it's every man for himself)
(No, no, there ain't no help, it's every man for himself)
Oh, you're going through six degrees of separation
(No, no, there ain't no help, it's every man for himself)
<\Lyric>```",The Script|||Six Degrees of Separation|||4,7,realization,disapproval,annoyance,"[{'label': 'neutral', 'score': 0.6789984703063965}, {'label': 'realization', 'score': 0.061511069536209106}, {'label': 'disapproval', 'score': 0.04785289615392685}, {'label': 'annoyance', 'score': 0.04780316352844238}, {'label': 'surprise', 'score': 0.04384436830878258}, {'label': 'disappointment', 'score': 0.025359762832522392}]"
The Script|||For the First Time|||5|||0,The Script,For the First Time,"```
<Artist name> The Script <\Artist>
<Song title> For the First Time <\Song title>
<Lyric> 
She's all laid up in bed with a broken heart
While I'm drinking Jack all alone in my local bar
And we don't know how
How we got into this mad situation
Only doing things out of frustration
Tryna make it work, but, man, these times are hard",The Script|||For the First Time|||5,0,disappointment,annoyance,sadness,"[{'label': 'disappointment', 'score': 0.3474533259868622}, {'label': 'annoyance', 'score': 0.26974156498908997}, {'label': 'sadness', 'score': 0.22344328463077545}, {'label': 'neutral', 'score': 0.20638078451156616}, {'label': 'anger', 'score': 0.03477799892425537}, {'label': 'disapproval', 'score': 0.01998722180724144}]"
The Script|||For the First Time|||5|||1,The Script,For the First Time,"She needs me now but I can't seem to find the time
I got a new job now on the unemployment line
And we don't know how
How we got into this mess, is it God's test?
Someone help us 'cause we're doing our best
Tryna make it work, but, man, these times are hard
But we're gonna start by",The Script|||For the First Time|||5,1,caring,disappointment,sadness,"[{'label': 'caring', 'score': 0.24956314265727997}, {'label': 'disappointment', 'score': 0.175804004073143}, {'label': 'neutral', 'score': 0.1661534309387207}, {'label': 'sadness', 'score': 0.13916705548763275}, {'label': 'optimism', 'score': 0.09700209647417068}, {'label': 'approval', 'score': 0.04872375726699829}]"
The Script|||For the First Time|||5|||2,The Script,For the First Time,"Drinking old cheap bottles of wine
Shit talking up all night
Saying things we haven't for a while, a while, yeah
We're smiling but we're close to tears
Even after all these years
We just now got the feeling that we're meeting
For the first time",The Script|||For the First Time|||5,2,joy,excitement,realization,"[{'label': 'joy', 'score': 0.5431638360023499}, {'label': 'neutral', 'score': 0.16963058710098267}, {'label': 'excitement', 'score': 0.08452016860246658}, {'label': 'realization', 'score': 0.07666648179292679}, {'label': 'amusement', 'score': 0.051344241946935654}, {'label': 'sadness', 'score': 0.03443313390016556}]"
The Script|||For the First Time|||5|||3,The Script,For the First Time,"She's in line at the dole with her head held high
While I just lost my job but didn't lose my pride
And we both know how
How we're going to make it work when it hurts
When you pick yourself up you get kicked to the dirt
Tryna make it work, but, man, these times are hard
But we're gonna start by",The Script|||For the First Time|||5,3,disappointment,sadness,optimism,"[{'label': 'neutral', 'score': 0.48995742201805115}, {'label': 'disappointment', 'score': 0.33268919587135315}, {'label': 'sadness', 'score': 0.1656484454870224}, {'label': 'optimism', 'score': 0.058902621269226074}, {'label': 'realization', 'score': 0.0565253309905529}, {'label': 'approval', 'score': 0.03594674542546272}]"
The Script|||For the First Time|||5|||4,The Script,For the First Time,"Drinking old cheap bottles of wine
Shit talking up all night
Doing things we haven't for a while, a while, yeah
We're smiling but we're close to tears
Even after all these years
We just now got the feeling that we're meeting
For the first time",The Script|||For the First Time|||5,4,joy,excitement,realization,"[{'label': 'joy', 'score': 0.5711777806282043}, {'label': 'neutral', 'score': 0.1526002734899521}, {'label': 'excitement', 'score': 0.09462756663560867}, {'label': 'realization', 'score': 0.07337265461683273}, {'label': 'amusement', 'score': 0.04980013519525528}, {'label': 'relief', 'score': 0.03699970245361328}]"
